Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment,Action,KMeans_Cluster
17227,4,69,528.24,5,4,3,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17228,3,148,1250.7,5,5,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17230,219,130,4201.72,1,5,5,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
17231,25,663,3585.07,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17233,84,32,355.03,2,3,2,At Risk,Launch win-back campaigns and offer special discounts.,3
17235,8,62,998.52,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17236,46,43,542.73,3,3,3,Need Attention,Use personalized outreach and surveys.,3
17237,11,60,674.64,5,4,3,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17238,7,638,3655.14,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17239,23,14,329.35,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17240,232,6,100.0,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
17241,21,149,2304.19,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17242,92,38,1319.9,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,3
17243,5,669,9992.45,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17244,19,77,606.64,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17245,325,12,121.34,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
17246,182,5,28.97,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
17248,117,48,227.51,2,3,2,At Risk,Launch win-back campaigns and offer special discounts.,0
17249,64,27,68.03,3,2,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17251,18,40,516.4,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17254,37,36,198.29,3,3,1,Need Attention,Use personalized outreach and surveys.,3
17255,26,105,418.91,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17256,236,13,56.129999999999995,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
17257,72,12,71.3,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,3
17258,32,55,417.3,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17259,4,198,1145.72,5,5,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17260,47,5,81.0,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17261,145,44,210.54,2,3,2,At Risk,Launch win-back campaigns and offer special discounts.,0
17262,2,3,220.86,5,1,2,New Customers,Deliver a strong onboarding experience and welcome discounts.,3
17264,60,82,234.19,3,4,2,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17266,135,43,151.39000000000001,2,3,1,At Risk,Launch win-back campaigns and offer special discounts.,0
17268,127,18,645.2,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
17269,21,144,496.01,4,5,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17270,105,45,355.35,2,3,2,At Risk,Launch win-back campaigns and offer special discounts.,0
17271,372,50,188.49,1,3,1,At Risk,Launch win-back campaigns and offer special discounts.,2
17273,60,12,141.12,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17274,31,50,435.55,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17275,19,22,81.82000000000001,4,2,1,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17276,38,52,388.79,3,3,3,Need Attention,Use personalized outreach and surveys.,3
17278,201,2,25.2,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
17280,74,6,118.86,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,3
17281,10,1,70.8,5,1,1,New Customers,Deliver a strong onboarding experience and welcome discounts.,3
17282,92,114,485.28000000000003,2,4,3,At Risk,Launch win-back campaigns and offer special discounts.,3
17283,14,13,107.21000000000001,5,1,1,New Customers,Deliver a strong onboarding experience and welcome discounts.,3
17284,25,77,785.98,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17285,264,40,268.64,1,3,2,At Risk,Launch win-back campaigns and offer special discounts.,2
17286,36,46,144.06,4,3,1,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17287,3,338,2326.04,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17288,26,143,859.85,4,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17289,12,159,898.56,5,5,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17290,17,90,552.96,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17292,108,10,111.88,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
17293,30,101,1350.17,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17294,305,14,296.16,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
17296,366,27,198.78,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
17298,10,35,285.62,5,3,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17299,75,63,346.97,2,4,2,At Risk,Launch win-back campaigns and offer special discounts.,3
17300,26,37,223.49,4,3,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17301,260,55,132.8,1,3,1,At Risk,Launch win-back campaigns and offer special discounts.,2
17304,170,4,59.0,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
17305,284,1,63.5,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
17307,31,16,820.05,4,2,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17309,17,22,189.69,4,2,1,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17311,28,45,1124.01,4,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17314,29,105,1911.58,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17315,11,277,2923.9900000000002,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17316,56,35,124.45,3,3,1,Need Attention,Use personalized outreach and surveys.,3
17318,361,17,154.32999999999998,1,2,1,Hibernating,Re-engage with reminder emails and promotions.,2
17319,305,3,29.099999999999998,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
17320,4,98,1631.43,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17321,30,177,814.42,4,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17322,12,172,862.73,5,5,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17323,43,136,644.52,3,5,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17324,2,96,758.91,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17325,46,27,366.56,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17326,44,86,285.1,3,4,2,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17327,45,2,106.25,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17328,309,5,29.7,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
17329,367,71,471.24,1,4,3,At Risk,Launch win-back campaigns and offer special discounts.,2
17332,164,86,617.16,2,4,3,At Risk,Launch win-back campaigns and offer special discounts.,0
17334,42,17,272.08,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17335,19,35,379.15,4,3,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17338,11,591,5184.6,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17339,1,5,119.0,5,1,1,New Customers,Deliver a strong onboarding experience and welcome discounts.,3
17340,2,318,7370.71,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17341,2,220,926.12,5,5,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17342,15,27,892.35,5,2,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17343,12,58,896.5,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17344,364,36,294.79,1,3,2,At Risk,Launch win-back campaigns and offer special discounts.,2
17345,11,109,747.9399999999999,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17346,9,488,2288.73,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17348,73,234,1122.46,2,5,4,Can't Lose Them,Offer strong retention incentives and appreciation messages.,3
17349,16,77,405.52,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17350,30,70,541.571,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17351,63,41,1388.33,3,3,4,Need Attention,Use personalized outreach and surveys.,3
17352,332,5,36.25,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
17354,64,69,384.07,3,4,2,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17355,22,33,164.89000000000001,4,3,1,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17356,190,64,609.49,1,4,3,At Risk,Launch win-back campaigns and offer special discounts.,0
17358,12,85,457.75,5,4,3,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17359,284,21,133.9,1,2,1,Hibernating,Re-engage with reminder emails and promotions.,2
17360,21,104,560.89,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17361,312,29,392.44,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,2
17362,36,106,662.21,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17363,31,33,723.46,4,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17364,12,471,5916.62,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17365,23,303,2860.35,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17366,68,125,818.02,3,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17368,11,116,507.5,5,4,3,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17371,259,59,238.66,1,4,2,At Risk,Launch win-back campaigns and offer special discounts.,2
17372,17,388,2491.29,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17373,54,34,520.58,3,3,3,Need Attention,Use personalized outreach and surveys.,3
17374,31,14,231.34,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17375,67,17,260.45,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17376,40,29,210.64,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17377,1,1330,13014.05,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17380,70,9,585.0,3,1,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17382,72,9,321.0,2,1,2,Hibernating,Re-engage with reminder emails and promotions.,3
17383,89,1,1.25,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,3
17384,103,5,171.15,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
17386,21,10,126.35000000000001,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
17388,56,31,274.0,3,3,2,Need Attention,Use personalized outreach and surveys.,3
17389,10,103,3913.57,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17390,56,12,149.3,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17392,86,12,141.7,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,3
17393,46,45,251.13,3,3,2,Need Attention,Use personalized outreach and surveys.,3
17395,144,2,52.5,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
17396,7,17,718.05,5,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17397,52,40,390.21999999999997,3,3,3,Need Attention,Use personalized outreach and surveys.,3
17400,217,254,2277.81,1,5,5,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
17401,177,12,114.85,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
17402,5,128,941.78,5,5,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17403,86,11,76.25,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,3
17404,63,16,746.74,3,2,4,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17406,2,130,1921.31,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17407,47,21,453.4,3,2,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17408,150,3,101.25,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
17409,57,44,1760.1,3,3,5,Need Attention,Use personalized outreach and surveys.,3
17411,22,33,633.0,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17412,8,159,2395.28,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17413,40,7,165.1,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17414,59,6,56.0,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17416,29,298,7967.15,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17417,184,16,164.18,1,2,1,Hibernating,Re-engage with reminder emails and promotions.,0
17418,23,10,166.28,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
17419,3,103,2021.75,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17420,9,26,465.65,5,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17421,22,56,1019.35,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17422,17,79,1463.81,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17423,29,13,204.3,4,1,2,Promising,Encourage repeat purchases with cross-selling.,3
17426,88,144,2634.15,2,5,5,Can't Lose Them,Offer strong retention incentives and appreciation messages.,3
17428,4,326,8461.54,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17429,32,55,821.59,4,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17430,1,26,451.9,5,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17432,21,221,1261.33,4,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17433,21,37,221.95,4,3,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17435,47,11,215.85,3,1,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17436,44,8,317.76,3,1,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17437,165,50,329.83,2,3,2,At Risk,Launch win-back campaigns and offer special discounts.,0
17438,80,44,817.66,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,3
17439,291,5,218.7,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,2
17441,368,19,280.75,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
17442,17,141,2207.27,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17448,165,1082,14086.69,2,5,5,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
17449,23,314,2332.34,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17450,3,51,1048.42,5,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17454,98,58,892.66,2,4,4,At Risk,Launch win-back campaigns and offer special discounts.,0
17456,1,55,882.77,5,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17457,51,24,1426.97,3,2,4,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17458,17,32,213.08,4,3,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17460,8,104,1495.1399999999999,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17463,196,107,631.65,1,4,3,At Risk,Launch win-back campaigns and offer special discounts.,0
17464,158,30,587.08,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
17465,61,132,2298.28,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17467,31,2,42.9,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
17468,11,3,57.8,5,1,1,New Customers,Deliver a strong onboarding experience and welcome discounts.,3
17469,36,163,2859.75,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17470,3,85,1577.52,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17471,110,19,321.65,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
17472,264,49,224.81,1,3,2,At Risk,Launch win-back campaigns and offer special discounts.,2
17473,44,33,573.1,3,3,3,Need Attention,Use personalized outreach and surveys.,3
17474,235,1,162.0,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
17476,31,22,324.71,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17477,248,33,577.4,1,3,3,At Risk,Launch win-back campaigns and offer special discounts.,2
17478,44,37,1120.1,3,3,4,Need Attention,Use personalized outreach and surveys.,3
17479,268,18,389.26,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,2
17480,80,25,390.21,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,3
17482,123,51,687.34,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
17483,50,6,113.94,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17484,212,9,123.47,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
17487,364,7,140.6,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
17488,277,18,336.5,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
17490,24,39,638.28,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17491,3,64,1538.56,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17492,114,24,663.3,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
17493,21,8,100.91,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
17494,137,2,34.8,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
17495,26,18,238.26,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17496,199,58,977.49,1,4,4,At Risk,Launch win-back campaigns and offer special discounts.,0
17497,26,5,244.8,4,1,2,Promising,Encourage repeat purchases with cross-selling.,3
17499,197,28,599.46,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
17504,16,179,4009.81,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17505,186,44,1082.99,1,3,4,At Risk,Launch win-back campaigns and offer special discounts.,0
17508,17,176,2855.13,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17510,56,13,178.36,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17511,3,334,15141.34,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17512,88,80,1407.15,2,4,4,At Risk,Launch win-back campaigns and offer special discounts.,3
17513,44,12,645.6,3,1,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17514,305,47,334.18,1,3,2,At Risk,Launch win-back campaigns and offer special discounts.,2
17515,30,72,532.99,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17516,14,57,164.57,5,4,1,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17518,61,72,269.1,3,4,2,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17519,4,109,2120.9,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17521,30,30,502.2,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17524,74,34,324.1,2,3,2,At Risk,Launch win-back campaigns and offer special discounts.,3
17525,33,14,472.8,4,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17526,1,51,1323.67,5,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17529,246,73,1058.85,1,4,4,At Risk,Launch win-back campaigns and offer special discounts.,2
17530,1,158,629.9,5,5,3,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17531,163,40,807.14,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,0
17532,21,4,65.34,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
17533,70,1,34.8,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17534,87,78,1300.57,2,4,4,At Risk,Launch win-back campaigns and offer special discounts.,3
17536,56,10,158.38,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
17539,264,138,1020.17,1,5,4,Can't Lose Them,Offer strong retention incentives and appreciation messages.,2
17540,19,39,1011.6999999999999,4,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17541,145,30,84.66,2,3,1,At Risk,Launch win-back campaigns and offer special discounts.,0
17542,277,40,170.95,1,3,1,At Risk,Launch win-back campaigns and offer special discounts.,2
17543,185,13,120.05,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
17544,26,85,848.19,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17545,26,129,505.73,4,5,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17547,11,27,497.25,5,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17548,14,28,582.96,5,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17550,33,262,1512.65,4,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17552,8,95,1853.34,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17555,61,166,574.48,3,5,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17556,15,8,142.76999999999998,5,1,1,New Customers,Deliver a strong onboarding experience and welcome discounts.,3
17557,368,1,34.0,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
17558,29,28,259.17,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17559,148,9,117.22,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
17560,31,15,419.05,4,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17561,26,152,507.97,4,5,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17563,214,28,379.63,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
17565,222,30,131.83,1,3,1,At Risk,Launch win-back campaigns and offer special discounts.,2
17567,8,57,1011.8,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17568,269,65,382.79,1,4,2,At Risk,Launch win-back campaigns and offer special discounts.,2
17571,178,52,172.59,1,3,1,At Risk,Launch win-back campaigns and offer special discounts.,0
17572,9,23,444.06,5,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17575,303,2,37.4,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
17576,1,479,4566.98,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17577,281,21,348.75,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
17578,110,57,864.92,2,4,4,At Risk,Launch win-back campaigns and offer special discounts.,0
17579,214,40,201.48,1,3,2,At Risk,Launch win-back campaigns and offer special discounts.,0
17580,12,49,316.8,5,3,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17581,8,389,7165.39,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17582,82,81,688.23,2,4,3,At Risk,Launch win-back campaigns and offer special discounts.,3
17583,196,7,135.95,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
17584,103,55,1744.95,2,3,5,At Risk,Launch win-back campaigns and offer special discounts.,0
17585,81,172,721.82,2,5,3,Can't Lose Them,Offer strong retention incentives and appreciation messages.,3
17586,255,8,167.4,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
17587,264,41,156.16,1,3,1,At Risk,Launch win-back campaigns and offer special discounts.,2
17588,32,40,1178.79,4,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17589,21,1048,10564.39,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17591,3,95,398.0,5,4,3,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17592,374,13,148.3,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
17593,45,177,3683.81,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17594,85,52,1455.5,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,3
17596,4,248,1279.08,5,5,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17597,54,63,1145.43,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17598,17,10,409.98,4,1,3,Promising,Encourage repeat purchases with cross-selling.,3
17599,113,3,52.05,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
17601,16,62,218.62,4,4,2,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17602,108,354,2033.65,2,5,5,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
17603,253,93,1362.6200000000001,1,4,4,At Risk,Launch win-back campaigns and offer special discounts.,2
17604,58,144,606.33,3,5,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17605,226,13,160.75,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
17606,373,6,87.3,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
17607,12,21,308.31,5,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17608,85,110,305.11,2,4,2,At Risk,Launch win-back campaigns and offer special discounts.,3
17609,38,146,595.42,3,5,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17610,176,152,1462.49,2,5,4,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
17611,57,530,4062.56,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17612,15,193,3146.59,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17615,23,42,321.2,4,3,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17617,194,19,395.33,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
17618,19,273,2600.14,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17621,40,34,1169.14,3,3,4,Need Attention,Use personalized outreach and surveys.,3
17622,233,36,1010.81,1,3,4,At Risk,Launch win-back campaigns and offer special discounts.,2
17623,45,147,1530.57,3,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17624,73,43,647.05,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,3
17625,82,375,3687.54,2,5,5,Can't Lose Them,Offer strong retention incentives and appreciation messages.,3
17626,238,17,234.1,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
17627,114,3,67.3,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
17629,24,27,472.95,4,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17631,10,30,470.15999999999997,5,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17633,15,29,646.6,5,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17635,60,69,1090.5,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17639,23,66,415.62,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17640,15,43,1133.34,5,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17642,65,61,1020.96,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17643,9,30,428.75,5,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17644,30,158,2842.27,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
17646,1,137,2619.98,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
17647,305,4,108.9,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
17648,21,34,418.87,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17649,105,40,620.9,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
17651,134,93,1579.82,2,4,5,At Risk,Launch win-back campaigns and offer special discounts.,0
17655,2,25,667.64,5,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
17657,66,7,126.0,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
